,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure at sea level,Average relative humidity,Total rainfall and / or snowmelt,Average visibility,Average wind speed,Maximum sustained wind speed,PM2.5 AQI Value,AQI Category
7008,12.3,18.3,4.4,1016,68,0,16.1,6.9,16.5,18.0,Good
7012,13.2,19.4,3.3,1013.1,63,0,16.1,7.4,13,50.0,Good
7014,12.2,20.6,6.1,1009.1,67,0,16.1,8.9,20.6,48.0,Good
7015,15.7,22.8,6.1,999.8,56,0,16.1,9.4,16.5,31.0,Good
7016,13.2,22.8,5.6,1005,63,0,16.1,4.8,22.2,15.0,Good
7020,12.3,20.6,4.4,1013.2,63,0,16.1,3.5,9.4,51.0,Moderate
7021,14.7,21.1,6.7,1014,57,0,16.1,3.7,9.4,38.0,Good
7022,13.1,20,7.8,1012.6,61,0,16.1,5.4,11.1,38.0,Good
7026,14.1,22.8,2.2,993.6,55,0,16.1,8.7,16.5,54.0,Moderate
7027,14.6,22.8,8.3,1003.9,54,0.25,16.1,12.6,20.6,63.0,Moderate
7028,9.5,17.2,2.2,1008.4,71,0,16.1,6.1,14.8,63.0,Moderate
7032,7.4,10.6,1.1,999.3,88,5.59,10.9,4.6,11.1,9.0,Good
7033,7.9,11.7,5.6,997.8,79,3.05,16.1,9.6,16.5,12.0,Good
7034,6.9,11.7,3,990.7,85,2.54,12.6,11.7,25.9,6.0,Good
7038,3.8,7.8,-2.8,1010.4,78,0,11.4,7.4,14.8,13.0,Good
7039,3.3,7.8,-0.6,1018.5,79,0,14.8,6.5,13,14.0,Good
7040,1.9,7.8,-2.2,1030.7,83,0.76,13,3.9,13,31.0,Good
7045,4.7,11.7,-0.6,1008.8,77,0.25,16.1,7.6,18.3,16.0,Good
7046,4.6,8.9,-0.6,1008.2,84,7.62,12.4,6.3,14.8,7.0,Good
7047,2.3,5.6,0.6,1014.9,92,7.62,10.1,3.7,9.4,11.0,Good
7051,0.6,2.8,-1.7,1020.2,79,3.81,15.6,13,25.9,10.0,Good
7052,0.8,2.8,-0.6,1023.1,81,0,11.4,3.3,9.4,11.0,Good
7053,2.3,5.6,0,1015.8,88,2.29,15.1,4.3,11.1,18.0,Good
7057,-1,2.2,-2.2,1022.1,75,0,16.1,6.7,11.1,8.0,Good
7058,-3.7,1.1,-8.3,1018.5,67,0,16.1,12.2,20.6,14.0,Good
7059,-4.2,2.2,-9.4,1004,57,0,16.1,12.4,22.2,20.0,Good
7063,0.3,3.3,-2.8,998.3,66,0,16.1,4.3,9.4,43.0,Good
7064,0.1,4.4,-2.8,1004.8,72,0,16.1,2,7.6,38.0,Good
7065,-2.5,5,-7.2,1005.6,78,0,16.1,1.3,7.6,55.0,Moderate
7069,-1.8,4.4,-5,1010.3,80,1.02,10.3,7,16.5,9.0,Good
7070,-3.3,0.6,-7.2,1031.3,80,1.52,16.1,4.4,13,30.0,Good
7071,2.2,6.7,-7.2,1024.2,82,0.76,16.1,6.7,13,34.0,Good
7075,-4.9,1.1,-8.9,1022.6,79,0.51,13.2,8.9,16.5,31.0,Good
7077,-4.6,-2.2,-8.9,1015.6,80,0,13.4,4.3,14.8,31.0,Good
7078,-5.1,-2,-7.2,1022.4,86,1.27,7.2,3,13,17.0,Good
7079,-7.6,-2.2,-8.9,1028.4,88,0.76,10.3,2.8,7.6,14.0,Good
7083,-3.6,-2.2,-7.2,1012.2,88,11.94,2.4,7,13,13.0,Good
7084,-9.6,-3.3,-16.1,1020.3,76,8.13,15,12.6,18.3,33.0,Good
7085,-17,-6.1,-23.9,1023.9,76,0,16.1,8,18.3,96.0,Moderate
7089,-11.6,-5.6,-16.1,1014.9,55,0,16.1,21.3,29.4,10.0,Good
7090,-12.6,-10,-15,1004,58,0,13.5,28.7,33.5,20.0,Good
7091,-14.6,-11.7,-17.8,1002.5,70,5.33,7.2,20.6,29.4,15.0,Good
7095,-17.2,-10.6,-23.9,1010.6,78,1.78,12.2,5.6,18.3,58.0,Moderate
7096,-10,-7.2,-15,991.8,81,2.54,13.7,6.1,16.5,57.0,Moderate
7097,-13.5,-6.7,-18.3,987,81,0,16.1,2.6,13,79.0,Moderate
7101,-9.6,-6.1,-13.9,1022.1,85,-,12.4,4.6,9.4,20.0,Good
7102,-15.1,-7.8,-23.3,1030.6,80,-,15.1,1.7,9.4,33.0,Good
7103,-7.7,-3.9,-11.1,1018,80,-,12.6,3.5,11.1,56.0,Moderate
7108,-6.7,-4.4,-8.9,1004.1,84,-,10.9,3.9,9.4,20.0,Good
7109,-8.7,-6.1,-10,994.9,83,0,8.5,5.4,13,14.0,Good
7110,-14.1,-8.9,-22.2,1007.3,81,0,11.6,1.1,7.6,55.0,Moderate
7114,-22.1,-13.3,-31.1,1004.3,75,0,16.1,2.4,9.4,88.0,Moderate
7115,-10,-5.6,-13.9,999.7,81,0,15.6,5,18.3,62.0,Moderate
7116,-9.9,-1.7,-16.1,1007.2,81,0.51,16.1,7,14.8,58.0,Moderate
7120,-14.1,-7.8,-17.2,997.9,79,0,16.1,5.9,14.8,90.0,Moderate
7121,-18.5,-7.8,-20.6,1007.1,75,0,16.1,1.1,5.4,134.0,Unhealthy for Sensitive Groups
7122,-18.7,-16.1,-21.1,1008.4,73,0,16.1,2.4,7.6,159.0,Unhealthy
7126,-22.7,-16.1,-26.7,1002.5,72,0,16.1,6.5,16.5,81.0,Moderate
7127,-32.3,-20,-36.7,1012.7,76,0,15.6,2,7.6,155.0,Unhealthy
7128,-35.4,-30.6,-37.2,1009.8,-,0,15.4,0.9,5.4,153.0,Unhealthy
7132,-23.7,-22,-30,997.9,72,2.03,8,3.7,9.4,39.0,Good
7133,-26.6,-22.2,-30.6,1002.8,71,2.03,13.4,1.1,5.4,21.0,Good
7134,-31.1,-25,-38.9,1011.7,78,0,10.1,2.8,7.6,69.0,Moderate
7138,-19.8,-11.7,-21.7,982.8,76,0,15.3,2.6,9.4,53.0,Moderate
7139,-18.3,-17.2,-21.1,984.4,75,-,12.6,3.7,13,52.0,Moderate
7140,-21.2,-17.2,-26.7,1003.5,75,3.3,12.6,1.5,9.4,58.0,Moderate
7141,-25.2,-19.4,-31.7,1008.8,74,0,15,0.2,5.4,161.0,Unhealthy
7145,-36.1,-29.4,-39.4,1023.5,94,0,6.1,0.7,7.6,82.0,Moderate
7146,-38.4,-31.7,-41.7,1026.2,-,0.25,5.6,0.2,5.4,156.0,Unhealthy
7147,-39.7,-36.7,-41.7,1028.6,-,0,3.5,1.1,11.1,152.0,Unhealthy
7151,-26.3,-18.3,-36.7,1028.7,80,0,13.7,2.2,11.1,75.0,Moderate
7152,-17.2,-16,-19.4,1031.5,76,0.76,10.1,1.1,9.4,40.0,Good
7153,-17,-15.6,-21.1,1040.4,79,1.27,13.7,1.7,9.4,61.0,Moderate
7157,-34.1,-28.3,-36.1,1008.3,75,0,16.1,0.9,7.6,167.0,Unhealthy
7158,-30.9,-22.8,-36.1,1002.8,72,0,16.1,0.4,7.6,118.0,Unhealthy for Sensitive Groups
7159,-25.8,-22.2,-34.4,1002.3,69,0,15.9,1.1,9.4,77.0,Moderate
7163,-20.9,-17.2,-30,1013.5,69,0.51,13.4,7.6,14.8,106.0,Unhealthy for Sensitive Groups
7164,-34.4,-28.9,-38.9,1014.6,99,0,12.7,0.9,7.6,76.0,Moderate
7165,-32.4,-28,-38.9,1010.6,84,1.02,9.5,0.6,7.6,70.0,Moderate
7169,-28.2,-22.8,-33.9,999.9,71,0,11.9,1.9,9.4,38.0,Good
7171,-28.6,-26.1,-35,1014.5,70,1.02,9.5,0.7,5.4,85.0,Moderate
7172,-34.6,-26.1,-38.9,1021.8,-,0,15.4,2,7.6,85.0,Moderate
7173,-19.2,-13.3,-26.1,1007.1,74,0,16.1,0.7,5.4,96.0,Moderate
7177,-8.3,-6.7,-9.4,1007.3,83,-,10.9,4.3,7.6,34.0,Good
7178,-15.4,-5,-21.1,1005.1,80,0,15,4.1,14.8,70.0,Moderate
7179,-7.4,-1.7,-21.1,1005.8,83,0,13.4,4.3,14.8,42.0,Good
7183,-30.4,-17.8,-39.4,1019.4,88,0,16.1,3.3,13,83.0,Moderate
7184,-34.4,-23.9,-41.1,1020.6,-,0,16.1,3.7,11.1,91.0,Moderate
7185,-33.1,-23.9,-41.1,1015.2,-,0,16.1,8,14.8,64.0,Moderate
7189,-8.9,-4.4,-15.6,994.3,76,0,16.1,3.1,14.8,23.0,Good
7190,-8.7,-1.7,-14.4,988.7,76,0,16.1,7,14.8,83.0,Moderate
7191,-10.9,-1.7,-15.6,981.6,80,0,16.1,3.1,9.4,71.0,Moderate
7195,-25.4,-17.8,-33.9,1029.4,74,0,16.1,5.7,16.5,90.0,Moderate
7196,-26.3,-15,-33.9,1012.9,71,0,16.1,3,11.1,96.0,Moderate
7197,-27.1,-14.4,-35,1012.2,74,0,16.1,2.2,9.4,106.0,Unhealthy for Sensitive Groups
7201,-15.3,-10,-21.7,995.4,74,0,11.3,5.7,16.5,31.0,Good
7202,-16.8,-9.4,-21.7,996.2,75,5.33,5.6,6.5,11.1,30.0,Good
7203,-26.7,-15.6,-33.9,1005,74,1.27,15.6,2,11.1,70.0,Moderate
7207,-16.2,-10.6,-21.1,1014.7,69,0,14.8,1.7,7.6,51.0,Moderate
7208,-11.8,-5.6,-21.1,1004.8,74,0.25,14,4.3,11.1,46.0,Good
7209,-13.6,-5.6,-18.3,1001.8,77,0.76,10,5.7,13,19.0,Good
7213,-15.1,-5.6,-19.4,1047.1,70,0,16.1,5.4,11.1,53.0,Moderate
7214,-13.4,-5,-20,1040.6,69,0,16.1,2.6,11.1,63.0,Moderate
7215,-4.6,-0.6,-6.1,1036.8,76,0,11.6,1.9,11.1,38.0,Good
7219,-2.7,2.2,-7.8,1022.6,79,0,16.1,8,20.6,16.0,Good
7220,1,3.3,-7.8,1021.8,73,2.03,11.3,14.1,35.2,11.0,Good
7221,-0.6,3.3,-4.4,1024.4,70,1.02,12.1,10.9,35.2,12.0,Good
7225,1.4,2.8,0.6,1009.5,82,0,9,11.1,20.6,7.0,Good
7226,-3.1,2.2,-7.2,1008.7,63,9.65,15.4,16.3,31.7,9.0,Good
7227,-15,-1.1,-25,1020.2,48,0,16.1,16.7,27.8,19.0,Good
7231,-9.3,-2.8,-16.1,1024.9,36,0,16.1,11.7,22.2,19.0,Good
7233,-10.8,0.6,-20,1028.7,47,0,16.1,8,16.5,55.0,Moderate
7234,-5.5,1.1,-10.6,1024.8,53,0,16.1,0.7,5.4,32.0,Good
7235,-1,1.7,-3.3,1020.4,68,0,12.9,3.3,14.8,21.0,Good
7239,-9.8,-2.2,-15,1018.7,69,1.27,10.6,9.6,25.9,20.0,Good
7240,-10.8,-1.7,-20.6,1014.4,55,0,16.1,6.7,14.8,38.0,Good
7241,-6.5,-0.6,-20.6,1022,47,0,16.1,12,20.6,20.0,Good
7245,4.1,8.3,1.1,1016.1,63,0,14,6.5,18.3,13.0,Good
7246,1.3,9.4,-6.1,1026,70,2.03,16.1,9.4,20.6,24.0,Good
7247,3.2,12.2,-6.1,1022.2,60,0,16.1,1.7,9.4,33.0,Good
7251,4.2,10,1.1,1010.1,87,2.29,15.9,1.5,7.6,32.0,Good
7252,4.3,10,1.1,1006.6,90,2.54,10.8,4.8,11.1,7.0,Good
7253,3.6,6.7,1.1,1005.4,90,1.52,10.1,0.9,11.1,10.0,Good
7257,-1.1,3.3,-5.6,1014.6,39,0,16.1,18.3,25.9,11.0,Good
7258,0.6,7.2,-5.6,1003.1,37,0,16.1,9.8,18.3,22.0,Good
7259,3.4,8.3,-5,995.8,33,0,16.1,8.7,16.5,24.0,Good
7264,2.7,11.1,-4.4,1011,40,0,16.1,13,24.1,23.0,Good
7265,5.3,11.1,-2.8,1015.4,35,0,16.1,9.6,18.3,23.0,Good
7266,6.2,11.1,-1.1,1013.8,32,0,16.1,18.9,35.2,13.0,Good
7270,11.4,19.4,0,1022.8,39,0,16.1,7.6,14.8,20.0,Good
7271,14.9,20.6,2.8,1022.4,31,0,16.1,12.6,18.3,23.0,Good
7272,14.1,21.7,5.6,1023.6,36,0,16.1,6.5,14.8,30.0,Good
7276,12.4,18.9,8.9,1009.6,47,0.25,16.1,15.9,37,13.0,Good
7277,9.6,15.6,2.8,1011.2,28,0,16.1,23.7,37,14.0,Good
7278,12.1,18.9,2.8,1014.3,26,0,16.1,13.9,27.8,21.0,Good
7282,12.6,18.9,1.7,1003.7,27,0,16.1,20.2,33.5,16.0,Good
7283,13.4,19.4,6.1,1009.4,25,0,16.1,14.3,24.1,40.0,Good
7284,14.3,21.1,5,1010.1,38,0,16.1,5.4,14.8,30.0,Good
7288,12.7,18.9,9.4,1003.1,77,0.25,16.1,8.3,14.8,13.0,Good
7289,12.1,16.7,9.4,1010.9,68,2.03,16.1,7.4,25.9,11.0,Good
7290,11.5,17.8,3.3,1023,56,0,16.1,7,25.9,15.0,Good
7294,18.6,26.1,9.4,1002.9,39,0,16.1,12,27.8,46.0,Good
7296,14.6,23.9,7.8,999.7,69,9.91,15.9,5.4,38.9,33.0,Good
7297,13.9,21.7,7.8,999.9,66,4.83,16.1,5.9,24.1,15.0,Good
7298,13.6,19.4,8.3,1006.2,69,0,15.6,7.8,20.6,16.0,Good
7302,14.4,22.2,7.2,1007.6,54,0,15.9,6.7,37,24.0,Good
7303,17,23.3,7.2,1005.8,46,0,16.1,5.9,25.9,20.0,Good
7304,17.1,23.9,10.6,1005.2,54,0,16.1,7.2,38.9,41.0,Good
7308,18.3,24.4,10,1011.7,51,0,16.1,6.5,14.8,34.0,Good
7309,15.9,26.7,12.2,1006.4,71,0,15.6,6.5,20.6,28.0,Good
7310,16.7,25,11.1,1007.6,72,2.79,16.1,3.1,14.8,30.0,Good
7314,16.8,25,13.3,1003.3,67,2.29,12.4,6.7,13,16.0,Good
7315,15.6,23.3,11.1,1002.3,71,11.43,15.8,7.4,29.4,16.0,Good
7316,14.2,23.3,11.1,1004.4,88,17.27,11.1,7.6,24.1,9.0,Good
7320,13.7,20,7.2,1005.9,61,3.56,16.1,5.9,13,13.0,Good
7321,15.2,20.6,7.2,1006.9,51,0,16.1,8.7,16.5,11.0,Good
7322,14.7,20,8.3,1014.5,59,0.51,16.1,8.9,14.8,20.0,Good
7327,10.4,16.7,4.4,1026.5,67,4.32,16.1,2.6,11.1,12.0,Good
7328,16.3,17.2,14.4,1025.5,44,0,16.1,5.7,11.1,33.0,Good
7329,15.1,21.7,6.7,1018.8,54,0,16.1,6.3,13,30.0,Good
7333,18.4,23.9,11.1,1012.8,64,0,16.1,5.4,20.6,19.0,Good
7334,16.7,24.4,12.2,1014.1,66,0,16.1,12.4,25.9,19.0,Good
7335,15.1,19.4,11.7,1010.4,75,0,15.3,6.5,16.5,17.0,Good
7339,15.7,22.8,9.4,1009.2,64,0.25,12.7,8.5,18.3,11.0,Good
7340,16.3,21.7,11.7,1011.4,71,17.02,16.1,7.6,16.5,14.0,Good
7341,17.1,23.3,10,1010.5,63,1.27,16.1,6.5,16.5,16.0,Good
7345,16.2,22.2,11.1,1011.6,77,3.56,15.8,6.7,16.5,18.0,Good
7346,18.4,23.3,11.1,1008.5,65,0.51,16.1,7.2,13,19.0,Good
7347,15.6,22.8,11.7,1010.8,75,8.13,14,12.6,27.8,6.0,Good
7351,13.9,18.3,11.1,1003.1,78,0.25,15.1,4.6,18.3,12.0,Good
7352,15.4,20,11.7,1003.5,73,1.78,16.1,4.4,11.1,10.0,Good
7353,15.8,20.6,11.7,1007.8,70,0,15.8,8.3,18.3,13.0,Good
7357,18.9,26.1,11.1,1010.3,57,0,16.1,6.3,22.2,32.0,Good
7359,19.6,26.1,11.1,1006.1,61,0,16.1,4.3,7.6,35.0,Good
7360,18.7,26.1,13.3,999.9,73,5.33,13.8,8.3,24.1,9.0,Good
7361,14.5,20.6,12.2,1003.1,77,7.37,13.7,9.6,20.6,8.0,Good
7365,16.2,23.3,10,994.7,65,0,16.1,5.4,14.8,13.0,Good
7366,16.1,21.7,10,1002.4,61,0,16.1,8.7,16.5,11.0,Good
7367,14.1,20,8.3,1006.6,74,0,16.1,5.6,16.5,18.0,Good
7371,12.4,19.4,8.9,1015.2,81,7.11,13,6.1,18.3,18.0,Good
7372,14.5,22.8,6.7,1016.3,66,0,16.1,3.5,22.2,19.0,Good
7373,16.6,22.8,6.7,1014,62,0,16.1,8.3,16.5,28.0,Good
7377,16.8,24.4,8.3,1010.2,63,0,16.1,4.8,9.4,27.0,Good
7378,15.7,23.9,10,1009.8,74,0,15.9,3.3,9.4,25.0,Good
7379,13.8,22.8,9.4,1009.3,77,0.76,13.4,4.6,24.1,19.0,Good
7383,13.6,17.8,10,1008.4,82,0.25,14.8,3.1,9.4,12.0,Good
7384,13,18.3,10,1006.3,85,7.37,12.7,3.3,9.4,19.0,Good
7385,12.7,19.4,7.2,1007,79,0.51,16.1,3.5,11.1,10.0,Good
7389,15.1,20,6.7,984.9,54,0,16.1,9.1,20.6,9.0,Good
7391,13,19.4,8.9,995.5,66,0,16.1,3.7,11.1,8.0,Good
7392,11.4,17.8,8.3,1007.2,79,0.51,16.1,7.8,14.8,10.0,Good
7393,11.2,17.2,6.1,1008,72,0.25,16.1,5,11.1,13.0,Good
7397,13.1,20,1.1,1012.5,61,3.56,16.1,9.4,22.2,13.0,Good
7398,11.8,20,7.8,1017.7,72,0.25,15.4,6.3,22.2,14.0,Good
7399,9.7,13.3,7.8,1021.8,87,10.67,14.2,4.6,16.5,9.0,Good
7403,6.8,13.9,0,1025.5,66,0,16.1,4.4,14.8,22.0,Good
7404,8.2,15,0,1020.8,69,0,16.1,2.6,9.4,28.0,Good
7405,10.1,17.2,5,1015.7,70,0,16.1,7,14.8,19.0,Good
7409,7.9,13.3,3.9,1004.4,81,0.25,15.1,3.7,14.8,10.0,Good
7410,6,11.7,1.7,1008.5,82,3.05,12.1,4.3,11.1,16.0,Good
7411,5.5,12.8,0,1004.4,75,0,16.1,2.4,11.1,31.0,Good
7415,3.9,6.7,2.8,995.7,85,3.05,14,3,11.1,11.0,Good
7416,6.2,12.2,2.8,999.3,82,0.76,14.3,2.4,9.4,18.0,Good
7417,7,15,1.7,998.2,71,0,16.1,10.6,20.6,19.0,Good
7422,9.9,20,1.7,1004.5,58,0,16.1,5.6,14.8,38.0,Good
7423,13.8,20,1.7,1003.5,41,0,16.1,13.1,24.1,11.0,Good
7424,10.8,18.9,4.4,994.4,56,0,16.1,5.4,20.6,32.0,Good
7428,5.1,10,-2.2,1014.4,86,1.78,10.3,6.5,16.5,18.0,Good
7429,5.2,12.2,1.1,1000.6,64,0.25,16.1,11.5,14.8,13.0,Good
7430,3.2,12.2,-3.3,994.2,65,0,16.1,9.8,20.6,29.0,Good
7434,-2,1.7,-5,1013.8,49,0,16.1,12.4,18.3,41.0,Good
7435,-5.2,0,-8.9,1020.6,58,0,15.9,10.7,18.3,30.0,Good
7436,-5.1,-2.8,-8.9,1030.4,68,0,12.4,5.2,11.1,29.0,Good
7440,-6.9,-5.6,-10.6,1019.2,74,0,9.3,2.2,7.6,20.0,Good
7441,-7.9,-5.6,-14.4,1026.7,83,4.57,8.9,0.6,7.6,35.0,Good
7442,-4.7,-3,-6.1,1039.6,83,0.25,12.6,1.1,7.6,22.0,Good
7446,-4.4,-1.1,-13.3,1020.5,81,0,16.1,1.5,7.6,90.0,Moderate
7447,-0.8,3.3,-6.1,1000.5,86,4.32,8.9,11.5,24.1,12.0,Good
7448,-2.7,3.3,-4.4,1010.6,85,5.08,9.8,5.4,22.2,18.0,Good
7452,-13.3,-9.4,-17.2,1015.6,79,0,10.5,4.6,11.1,16.0,Good
7454,-19.1,-11.7,-27.2,1023,78,1.52,11.3,1.5,7.6,57.0,Moderate
7455,-24.5,-14.4,-30,1018.5,75,0,13,3,11.1,55.0,Moderate
7456,-28.1,-21.7,-31.1,1014.8,72,0,15.4,2.2,9.4,71.0,Moderate
7460,-2.3,1.1,-12.8,1019.2,83,18.54,10.6,5,13,28.0,Good
7461,-3.2,1.7,-10,1001.8,82,0.25,15.6,8.9,18.3,13.0,Good
7462,-1.5,1.7,-9.3,1007.4,82,4.83,10.1,13.9,27.8,16.0,Good
7466,-11.8,-8.9,-19.4,991.8,81,0,13,1.3,7.6,43.0,Good
7467,-9,-8.3,-11.7,1001.1,84,0.76,14.3,0.7,5.4,43.0,Good
7468,-13.1,-8.3,-20.6,1014.9,83,0.25,10.6,3.7,9.4,43.0,Good
7472,-25.9,-21.7,-28.9,1010.5,71,0,16.1,2,9.4,161.0,Unhealthy
7473,-27.4,-22.8,-30,1015.3,68,0,16.1,1.7,7.6,154.0,Unhealthy
7474,-25.7,-20,-30,1007.6,70,0,16.1,1.7,7.6,160.0,Unhealthy
7478,-13.4,-5.6,-23.3,996.4,75,0,16.1,5.6,14.8,68.0,Moderate
7479,-5.4,-2.8,-7.8,989.2,81,0,13.7,6.1,22.2,57.0,Moderate
7480,-12.2,-2.8,-16.1,1000.3,84,0.25,13.2,4.1,14.8,99.0,Moderate
7485,-11,-2.8,-23.3,981.3,77,0,16.1,4.4,11.1,60.0,Moderate
7486,-5.2,3.9,-17.2,981.5,76,0,16.1,7.4,14.8,18.0,Good
7487,-10.8,-8.3,-13.9,1002,78,0.76,11.6,5.7,18.3,19.0,Good
7491,-16.5,-13.3,-20.6,987.6,76,0,16.1,9.3,13,58.0,Moderate
7492,-18.4,-14.4,-21.7,991,77,0,16.1,4.1,16.5,55.0,Moderate
7493,-17.1,-12.8,-21.7,1008.6,77,0,16.1,4.1,11.1,69.0,Moderate
7497,-20.4,-12.8,-28.3,1016.3,74,0,16.1,12,24.1,30.0,Good
7498,-11.1,-9.4,-12.8,1008.4,63,0,14.8,26.1,33.5,11.0,Good
7499,-11.1,-9.4,-12.8,1007.5,68,0,15.3,11.1,18.3,23.0,Good
7503,-25.1,-20.6,-30,993.6,67,0,15.1,8.7,14.8,60.0,Moderate
7504,-20.9,-19.4,-28.3,993.6,69,1.27,10.8,2.8,11.1,57.0,Moderate
7505,-21.1,-17.8,-27.2,1003.6,73,1.78,19.6,5.6,13,74.0,Moderate
7509,-18.3,-7.8,-23.3,1006.9,77,0,16.1,1.5,7.6,153.0,Unhealthy
7510,-17.7,-11.7,-23.9,998.9,79,0,16.1,1.7,7.6,124.0,Unhealthy for Sensitive Groups
7511,-21.6,-11.7,-25,1005.3,76,0,16.1,1.3,7.6,144.0,Unhealthy for Sensitive Groups
7515,-20.2,-16.7,-24.4,1011.2,76,0,16.1,1.1,9.4,152.0,Unhealthy
7516,-24.1,-16.7,-25.6,1003.6,73,0,16.1,0.4,9.4,176.0,Unhealthy
7517,-25.4,-21.1,-28.3,990.2,71,0,16.1,0.2,5.4,79.0,Moderate
7518,-18.6,-16.7,-28.3,988.2,69,0,15.6,14.1,22.2,21.0,Good
7522,-20.1,-16.1,-26.7,990.1,75,0,16.1,3.5,11.1,159.0,Unhealthy
7523,-17,-10,-23.3,995.3,78,0,16.1,3.1,11.1,164.0,Unhealthy
7524,-18.3,-7.8,-22.8,1001,76,0,16.1,2,9.4,166.0,Unhealthy
7528,-20.8,-16.1,-23.9,989.9,75,0,16.1,1.7,9.4,159.0,Unhealthy
7529,-22.8,-17.8,-25,1009.7,74,0,15.9,1.9,7.6,138.0,Unhealthy for Sensitive Groups
7530,-13.4,-6.7,-25,993.8,72,0,16.1,7.6,14.8,48.0,Good
7534,-4.7,-0.6,-8.3,992.7,72,0,15.4,9.6,25.9,45.0,Good
7535,-14.4,-1.1,-19.4,1015.4,79,0,16.1,3.3,13,85.0,Moderate
7536,-15.3,-10.6,-19.4,1020.9,78,0,16.1,2,9.4,97.0,Moderate
7540,-17.1,-12.8,-23.9,1018.3,78,0,14,1.3,11.1,75.0,Moderate
7541,-23.8,-12.8,-29.4,1023.6,73,0,14.8,3,14.8,105.0,Unhealthy for Sensitive Groups
7542,-29.1,-21.1,-32.8,1026.2,69,0,16.1,0.9,9.4,72.0,Moderate
7546,-20.5,-19.4,-27.8,1027.3,74,0.25,10.9,0,5.4,52.0,Moderate
7548,-24.4,-18.9,-34.4,1033.4,65,0.51,16.1,9.8,25.9,38.0,Good
7549,-28.5,-22.2,-34.4,1029.9,67,0,16.1,9.1,14.8,60.0,Moderate
7550,-28.8,-21.7,-34.4,1018.1,69,0,14.2,7.6,11.1,52.0,Moderate
7554,-23.5,-19.4,-34.4,1036.3,73,3.56,11.6,1.9,11.1,63.0,Moderate
7555,-30.9,-19.4,-39.4,1042.3,100,0,16.1,7.8,18.3,61.0,Moderate
7556,-30.1,-20.6,-39.4,1041.9,60,0,16.1,12,27.8,78.0,Moderate
7560,-23.8,-14.4,-28.9,1018,73,0,16.1,1.7,9.4,127.0,Unhealthy for Sensitive Groups
7561,-25.8,-13.3,-32.2,1008.2,74,0,16.1,0.2,5.4,117.0,Unhealthy for Sensitive Groups
7562,-26.3,-15.6,-32.2,1007.5,72,0,16.1,0.2,5.4,112.0,Unhealthy for Sensitive Groups
7566,-21,-15.6,-25,1003.9,67,2.79,11.4,7.4,18.3,17.0,Good
7568,-29.5,-22.2,-34.4,991,75,0,15.9,3.1,14.8,75.0,Moderate
7572,-12.8,-7.8,-16.7,1002.7,77,1.27,10.6,4.3,14.8,16.0,Good
7573,-12.7,-8.3,-15.6,1014,76,2.79,6.6,5.2,11.1,31.0,Good
7574,-10.6,-7.8,-14.4,1003.9,76,4.83,6.3,10.7,18.3,23.0,Good
7577,-20.4,-15.6,-28.9,1004.6,71,4.06,10.3,5,14.8,43.0,Good
7578,-16.2,-12.8,-28.9,991.2,77,2.03,10.5,1.7,9.4,28.0,Good
7579,-17.1,-12.8,-22.2,999.9,75,0,15,5,9.4,13.0,Good
7583,-16.9,-10,-27.8,1019.9,77,0.25,14.2,1.9,7.6,58.0,Moderate
7584,-9.9,-1.1,-15,1023,77,0.51,15.1,5.7,11.1,52.0,Moderate
7585,-9.5,0,-16.7,1016.4,76,0,16.1,3,11.1,54.0,Moderate
7589,-28.6,-13.9,-37.2,1037.8,80,0,16.1,0.4,7.6,59.0,Moderate
7590,-21.6,-8.3,-37.2,1016.7,60,0,16.1,5.9,13,48.0,Good
7591,-17.6,-7.2,-32.8,1005.5,61,0,15.8,3.3,9.4,52.0,Moderate
7595,-15.5,-9.4,-22.2,1014.9,71,0.25,11.7,4.8,18.3,43.0,Good
7596,-19.5,-6.1,-31.1,1014.1,62,0.51,16.1,7.6,16.5,31.0,Good
7597,-14.5,-5.6,-21.1,1011.5,50,0,16.1,9.6,18.3,43.0,Good
7601,-5.3,-1.7,-9.4,1010.8,82,4.06,9.7,3,14.8,22.0,Good
7602,-4.1,0,-9.4,1012,78,0.76,13.4,10,18.3,22.0,Good
7603,-6.4,-2.2,-10,1011.4,69,0,15.4,3.1,18.3,23.0,Good
7607,-2.8,3.3,-8.3,1001.7,73,0,15.3,4.1,25.9,23.0,Good
7609,-11.2,0,-16.7,1009.9,67,1.02,8.2,16.7,29.4,34.0,Good
7610,-16.8,-8.3,-23.9,1018.9,68,0.25,12.6,5.4,20.6,32.0,Good
7611,-8.9,-3.3,-10.6,1010.8,74,3.81,5,5.6,11.1,18.0,Good
7615,-18.4,-7.8,-31.1,1023.7,65,0,16.1,2.2,9.4,46.0,Good
7616,-12.3,-7.2,-16.7,1010.2,58,0,15.8,11.1,27.8,23.0,Good
7617,-19.4,-10,-26.7,1025.9,51,0,16.1,14.1,29.4,22.0,Good
7621,2.4,10,-5.6,1012.2,57,0,16.1,2.6,9.4,33.0,Good
7622,2.4,9.4,-6.7,1012.6,55,0,16.1,6.9,16.5,21.0,Good
7623,3.7,10,-6.7,1017.9,56,0,16.1,3,11.1,22.0,Good
7627,6.7,17.8,-3.9,1023.2,47,0,16.1,2.6,11.1,43.0,Good
